 22 6331.131716 4.740E-30 6.091E-06.07970.109  683.63210.68-.006629       1 2 2 22       0 1 1 01                    P  9e     366663243110 9 711    34.0   38.0,18539805,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=8;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=9;r=1;parity=-;kronigParity=e,#,0.004072,0.08122,0.00741,-0.006629,#,#,0.004072
 26 6331.148906 1.269E-29 1.312E-03.07370.099  115.84770.70-.005743       3 0 0 11       0 0 0 01                    R 17e     366663243210 9 711   444.0  420.0,18539806,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=18;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=17;r=1;parity=-;kronigParity=e,#,-0.002998,0.07363,0.00667,-0.005743,#,#,-0.002998
 21 6331.160757 1.844E-26 1.762E-02.06720.081 1863.75860.75-.007607       4 0 0 13       1 0 0 02                    R 38e     566663342910 9 711    79.0   77.0,17658538,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=39;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=38;r=2;parity=+;kronigParity=e,#,-0.011964,0.06749,0.00521,-0.007607,#,#,-0.011964
 22 6331.187571 1.340E-30 5.029E-05.07060.093 1603.84950.72-.005537       5 1 1 01       1 0 0 01                    R 24e     366663243110 9 711   102.0   98.0,18539807,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=0;J=25;r=1;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=24;r=1;parity=+;kronigParity=e,#,0.0,0.07049,0.00599,-0.005537,#,#,0.0
 22 6331.195872 1.070E-30 5.563E-05.06930.090 1686.43370.73-.007995       2 1 1 22       1 0 0 01                    P 28e     366663243110 9 711   110.0  114.0,18539808,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=27;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=28;r=1;parity=+;kronigParity=e,#,0.0,0.06994,0.00575,-0.007995,#,#,0.0
 24 6331.206012 5.300E-30 6.274E-03.06930.089 1638.33660.73-.006812       3 2 2 12       0 2 2 01                    R 28e     366663243210 9 711   354.0  342.0,18539809,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=29;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=28;r=1;parity=+;kronigParity=e,#,0.0,0.06936,0.00567,-0.006812,#,#,0.0
 24 6331.227379 5.300E-30 6.274E-03.06930.089 1638.33770.73-.006812       3 2 2 12       0 2 2 01                    R 28f     366663243210 9 711   354.0  342.0,18539810,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=29;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=28;r=1;parity=-;kronigParity=f,#,0.0,0.06936,0.00567,-0.006812,#,#,0.0
 21 6331.233490 4.530E-26 1.852E-02.07310.099 1521.61540.70-.006493       4 0 0 12       1 0 0 01                    P 18e     566663342910 9 711    35.0   37.0,17658539,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=17;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=18;r=1;parity=+;kronigParity=e,#,0.004001,0.07404,0.00667,-0.006493,#,#,0.004001
 21 6331.244076 1.070E-28 1.384E-02.07780.105 2636.75590.68-.004996       4 2 2 13       1 2 2 02                    R 11f     566663342910 9 711    25.0   23.0,17658540,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=12;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=11;r=2;parity=+;kronigParity=f,#,0.0,0.07802,0.00723,-0.004996,#,#,0.0
 21 6331.307969 2.481E-28 4.393E-05.06010.067 1621.00360.70-.009258       2 2 2 12       0 0 0 01                    R 64e     465553342910 9 711   131.0  129.0,17658541,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=1;J=65;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=64;r=1;parity=+;kronigParity=e,#,0.0,0.06236,0.00532,-0.009258,#,#,0.0
 21 6331.308809 3.578E-30 1.231E-02.07970.108 3275.96070.68-.004695       4 3 3 13       1 3 3 02                    R  9e     466663342910 9 711    21.0   19.0,17658542,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=10;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=9;r=2;parity=-;kronigParity=e,#,0.0,0.07986,0.00736,-0.004695,#,#,0.0
 22 6331.342112 2.630E-30 4.171E-03.06470.071 2526.46870.73-.008247       4 0 0 11       1 0 0 01                    P 54e     365553243110 9 711   214.0  218.0,18539811,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=53;r=1;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=54;r=1;parity=+;kronigParity=e,#,0.006258,0.06521,0.00518,-0.008247,#,#,0.006258
 25 6331.346219 1.767E-30 1.310E-03.06900.088  963.87060.74-.006898       3 1 1 11       0 1 1 01                    R 29e     366663243210 9 711   122.0  118.0,18539812,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=30;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=29;r=1;parity=-;kronigParity=e,#,0.0,0.06912,0.00561,-0.006898,#,#,0.0
 21 6331.428203 1.634E-27 1.981E-02.07220.097 2241.19480.71-.006601       4 1 1 12       1 1 1 01                    P 20f     566663342910 9 711    39.0   41.0,17658543,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=19;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=20;r=1;parity=-;kronigParity=f,#,0.0,0.07294,0.00647,-0.006601,#,#,0.0
 24 6331.468691 5.099E-29 5.616E-03.06270.069 1294.14590.72-.008883       3 0 0 12       0 0 0 01                    R 58e     365553243210 9 711   714.0  702.0,18539813,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=59;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=58;r=1;parity=+;kronigParity=e,#,-0.011239,0.06381,0.00525,-0.008883,#,#,-0.011239
 21 6331.488979 3.686E-28 6.515E-03.06830.087 2417.44150.74-.007206       3 3 3 12       0 3 3 01                    P 32f     466663342910 9 711    63.0   65.0,17658544,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=31;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=32;r=1;parity=-;kronigParity=f,#,0.006499,0.069,0.00549,-0.007206,#,#,0.006499
 21 6331.496473 1.612E-30 2.971E-02.08200.112 3522.53380.68-.005678       5 1 1 12       2 1 1 01                    P  7e     466663342910 9 711    13.0   15.0,17658545,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=1;J=6;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=0;J=7;r=1;parity=-;kronigParity=e,#,0.0,0.08325,0.00748,-0.005678,#,#,0.0
 22 6331.518351 1.060E-29 1.043E-05.07170.095  828.91150.71-.007049       2 0 0 23       0 1 1 01                    R 21e     366663243110 9 711    90.0   86.0,18539814,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=2;J=22;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=21;r=1;parity=-;kronigParity=e,#,-0.005565,0.07162,0.00627,-0.007049,#,#,-0.005565
 24 6331.527108 5.897E-29 6.272E-03.06730.082 1197.39620.75-.007533       3 1 1 12       0 1 1 01                    R 37e     366663243210 9 711   462.0  450.0,18539815,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=38;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=37;r=1;parity=-;kronigParity=e,#,0.0,0.06765,0.00524,-0.007533,#,#,0.0
 23 6331.540845 6.085E-30 3.351E-06.06790.084  437.97150.74-.006974       5 0 0 05       0 0 0 01                    R 34e     366663243210 9 711    71.0   69.0,18539816,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=0;J=35;r=5;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=34;r=1;parity=+;kronigParity=e,#,-0.007669,0.06815,0.00534,-0.006974,#,#,-0.007669
 25 6331.554874 1.857E-30 1.286E-03.06930.089  942.96730.73-.006812       3 1 1 11       0 1 1 01                    R 28f     366663243210 9 711   118.0  114.0,18539817,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=29;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=28;r=1;parity=-;kronigParity=f,#,0.0,0.06936,0.00567,-0.006812,#,#,0.0
 21 6331.571419 2.960E-27 1.534E-02.07310.098 2066.41000.70-.005853       4 1 1 13       1 1 1 02                    R 18f     566663342910 9 711    39.0   37.0,17658546,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=19;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=18;r=2;parity=-;kronigParity=f,#,0.0,0.07306,0.00657,-0.005853,#,#,0.0
 22 6331.578229 1.320E-26 1.830E-03.06750.084  519.55960.74-.007401       3 0 0 11       0 0 0 01                    P 36e     366663243110 9 711   142.0  146.0,18539818,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=35;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=36;r=1;parity=+;kronigParity=e,#,0.006555,0.06826,0.0053,-0.007401,#,#,0.006555
 24 6331.594787 7.240E-29 6.231E-03.06770.084 1142.83920.74-.007382       3 1 1 12       0 1 1 01                    R 35f     366663243210 9 711   438.0  426.0,18539819,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=36;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=35;r=1;parity=+;kronigParity=f,#,0.0,0.06798,0.0053,-0.007382,#,#,0.0
 22 6331.610291 3.510E-30 1.580E-05.06700.081 1257.50180.75-.008665       1 2 2 22       0 1 1 01                    Q 39e     366663243110 9 711   158.0  158.0,18539820,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=39;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=39;r=1;parity=-;kronigParity=e,#,0.025579,0.06749,0.00521,-0.008665,#,#,0.025579
 21 6331.718655 1.935E-30 4.730E-04.07090.095 2888.65250.72-.005821       5 3 3 02       0 4 4 01                    P 23f     466663342910 9 711    45.0   47.0,17658547,ElecStateLabel=X;v1=5;v2=3;l2=3;v3=0;J=22;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=23;r=1;parity=+;kronigParity=f,#,-0.000527,0.07158,0.00618,-0.005821,#,#,-0.000527
 22 6331.761139 1.740E-30 1.755E-03.05910.066 2481.20420.69-.008851       3 1 1 11       0 1 1 01                    P 68f     365553243110 9 711   270.0  274.0,18539821,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=67;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=68;r=1;parity=-;kronigParity=f,#,0.0,0.06197,0.00535,-0.008851,#,#,0.0
 21 6331.766057 1.501E-30 1.071E-05.07420.100 2109.96260.70-.004763       5 2 2 02       0 3 3 01                    R 16f     466663342910 9 711    35.0   33.0,17658548,ElecStateLabel=X;v1=5;v2=2;l2=2;v3=0;J=17;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=16;r=1;parity=-;kronigParity=f,#,0.014355,0.07424,0.00678,-0.004763,#,#,0.014355
 22 6331.774528 5.420E-30 1.720E-05.06750.084 1169.37410.74-.008454       1 2 2 22       0 1 1 01                    Q 36f     366663243110 9 711   146.0  146.0,18539822,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=36;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=36;r=1;parity=-;kronigParity=f,#,0.011329,0.06798,0.0053,-0.008454,#,#,0.011329
 24 6331.776374 4.926E-30 6.278E-03.06900.088 1660.36520.74-.006898       3 2 2 12       0 2 2 01                    R 29e     366663243210 9 711   366.0  354.0,18539823,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=30;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=29;r=1;parity=-;kronigParity=e,#,0.0,0.06912,0.00561,-0.006898,#,#,0.0
 21 6331.787695 1.464E-29 1.736E-04.06960.091 2299.80410.73-.007894       2 2 2 23       0 3 3 01                    P 27e     466663342910 9 711    53.0   55.0,17658549,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=26;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=27;r=1;parity=-;kronigParity=e,#,0.0,0.07022,0.00582,-0.007894,#,#,0.0
 24 6331.800845 4.925E-30 6.277E-03.06900.088 1660.36650.74-.006898       3 2 2 12       0 2 2 01                    R 29f     366663243210 9 711   366.0  354.0,18539824,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=30;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=29;r=1;parity=+;kronigParity=f,#,0.0,0.06912,0.00561,-0.006898,#,#,0.0
 26 6331.804991 1.252E-29 1.313E-03.07310.098  129.47530.70-.005853       3 0 0 11       0 0 0 01                    R 18e     366663243210 9 711   468.0  444.0,18539825,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=19;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=18;r=1;parity=+;kronigParity=e,#,-0.003701,0.07306,0.00657,-0.005853,#,#,-0.003701
 21 6331.832741 5.207E-28 2.600E-07.07220.097  163.86840.71-.005775       3 3 3 01       0 0 0 01                    P 20e     566663342910 9 711    39.0   41.0,17658550,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=0;J=19;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=20;r=1;parity=+;kronigParity=e,#,0.0,0.07294,0.00647,-0.005775,#,#,0.0
 21 6331.842277 1.359E-29 5.679E-03.06850.088 3061.51180.74-.007157       3 4 4 12       0 4 4 01                    P 31f     466663342910 9 711    61.0   63.0,17658551,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=30;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=31;r=1;parity=+;kronigParity=f,#,0.0,0.06921,0.00554,-0.007157,#,#,0.0
 21 6331.853488 1.564E-30 3.914E-05.06270.069 2619.80750.72-.007742       4 3 3 02       1 0 0 02                    R 58e     465553342910 9 711   119.0  117.0,17658552,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=0;J=59;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=58;r=2;parity=+;kronigParity=e,#,0.0,0.06381,0.00525,-0.007742,#,#,0.0
 21 6331.857273 2.173E-30 1.909E-02.07420.101 3548.88770.69-.006379       4 3 3 12       1 3 3 01                    P 16f     466663342910 9 711    31.0   33.0,17658553,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=15;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=16;r=1;parity=-;kronigParity=f,#,0.0,0.07531,0.00687,-0.006379,#,#,0.0
 24 6331.857459 4.156E-29 5.592E-03.06220.069 1338.71930.72-.008938       3 0 0 12       0 0 0 01                    R 59e     365553243210 9 711   726.0  714.0,18539826,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=60;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=59;r=1;parity=-;kronigParity=e,#,-0.01117,0.06358,0.00526,-0.008938,#,#,-0.01117
 21 6331.877195 1.103E-26 6.905E-03.06850.088 1723.52920.74-.007157       3 2 2 12       0 2 2 01                    P 31f     566663342910 9 711    61.0   63.0,17658554,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=30;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=31;r=1;parity=+;kronigParity=f,#,0.006535,0.06921,0.00554,-0.007157,#,#,0.006535
 23 6331.878851 6.356E-30 3.189E-06.06810.085  412.95360.74-.006226       4 1 1 01       0 0 0 01                    R 33e     366663243210 9 711    69.0   67.0,18539827,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=34;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=33;r=1;parity=-;kronigParity=e,#,-0.004795,0.06832,0.00538,-0.006226,#,#,-0.004795
 21 6331.894110 2.910E-27 1.540E-02.07260.097 2080.93170.71-.005959       4 1 1 13       1 1 1 02                    R 19e     566663342910 9 711    41.0   39.0,17658555,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=20;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=19;r=2;parity=-;kronigParity=e,#,0.0,0.07254,0.00647,-0.005959,#,#,0.0
 22 6331.900189 3.730E-30 1.814E-03.05980.067 2321.71100.70-.008726       3 1 1 11       0 1 1 01                    P 65e     365553243110 9 711   258.0  262.0,18539828,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=64;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=65;r=1;parity=-;kronigParity=e,#,0.0,0.06273,0.00532,-0.008726,#,#,0.0
 25 6331.901141 1.638E-30 1.309E-03.06880.088  985.97090.74-.006982       3 1 1 11       0 1 1 01                    R 30e     466663243210 9 711   126.0  122.0,18539829,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=31;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=30;r=1;parity=+;kronigParity=e,#,0.0,0.0689,0.00554,-0.006982,#,#,0.0
 22 6331.923798 4.210E-30 5.928E-06.08080.111  676.64720.68-.006514       1 2 2 22       0 1 1 01                    P  8f     366663243110 9 711    30.0   34.0,18539830,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=7;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=8;r=1;parity=-;kronigParity=f,#,0.003848,0.08222,0.00745,-0.006514,#,#,0.003848
 21 6331.926091 1.113E-28 1.395E-02.07700.104 2646.16180.68-.005134       4 2 2 13       1 2 2 02                    R 12e     566663342910 9 711    27.0   25.0,17658556,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=13;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=12;r=2;parity=+;kronigParity=e,#,0.0,0.07717,0.00715,-0.005134,#,#,0.0
 21 6331.945902 1.435E-26 1.761E-02.06690.080 1925.37750.75-.007752       4 0 0 13       1 0 0 02                    R 40e     566663342910 9 711    83.0   81.0,17658557,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=41;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=40;r=2;parity=+;kronigParity=e,#,-0.012621,0.06718,0.00517,-0.007752,#,#,-0.012621
 21 6331.954407 8.592E-30 2.982E-03.07170.096 2941.59230.71-.007528       3 1 1 23       1 2 2 01                    P 21f     466663342910 9 711    41.0   43.0,17658558,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=2;J=20;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=21;r=1;parity=+;kronigParity=f,#,0.00336,0.07245,0.00637,-0.007528,#,#,0.00336
 21 6332.004500 5.356E-29 1.733E-02.07310.099 2894.61740.70-.006493       4 2 2 12       1 2 2 01                    P 18e     466663342910 9 711    35.0   37.0,17658559,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=17;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=18;r=1;parity=+;kronigParity=e,#,0.0,0.07404,0.00667,-0.006493,#,#,0.0
 24 6332.008651 5.257E-29 6.269E-03.06720.081 1226.17480.75-.007607       3 1 1 12       0 1 1 01                    R 38e     366663243210 9 711   474.0  462.0,18539831,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=39;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=38;r=1;parity=+;kronigParity=e,#,0.0,0.06749,0.00521,-0.007607,#,#,0.0
 21 6332.018315 3.853E-30 1.258E-02.07870.107 3283.81320.68-.004850       4 3 3 13       1 3 3 02                    R 10f     466663342910 9 711    23.0   21.0,17658560,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=11;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=10;r=2;parity=-;kronigParity=f,#,0.0,0.07892,0.0073,-0.00485,#,#,0.0
 21 6332.037009 3.741E-25 7.170E-03.06930.090  984.98900.73-.007009       3 1 1 12       0 1 1 01                    P 28f     666663342910 9 711    55.0   57.0,17658561,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=27;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=28;r=1;parity=-;kronigParity=f,#,0.010363,0.06994,0.00575,-0.007009,#,#,0.010363
 21 6332.047256 2.297E-28 1.276E-04.06990.092 1662.04020.73-.007875       2 1 1 23       1 0 0 01                    P 26e     566663342910 9 711    51.0   53.0,17658562,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=25;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=26;r=1;parity=+;kronigParity=e,#,0.001284,0.07052,0.00591,-0.007875,#,#,0.001284
 21 6332.087039 1.678E-27 1.984E-02.07260.098 2225.19330.70-.006547       4 1 1 12       1 1 1 01                    P 19e     566663342910 9 711    37.0   39.0,17658563,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=18;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=19;r=1;parity=-;kronigParity=e,#,0.0,0.07347,0.00657,-0.006547,#,#,0.0
 24 6332.147910 6.508E-29 6.226E-03.06750.083 1170.14750.74-.007458       3 1 1 12       0 1 1 01                    R 36f     366663243210 9 711   450.0  438.0,18539832,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=37;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=36;r=1;parity=-;kronigParity=f,#,0.0,0.06781,0.00527,-0.007458,#,#,0.0
 25 6332.167714 1.728E-30 1.284E-03.06900.088  964.36470.74-.006898       3 1 1 11       0 1 1 01                    R 29f     366663243210 9 711   122.0  118.0,18539833,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=30;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=29;r=1;parity=+;kronigParity=f,#,0.0,0.06912,0.00561,-0.006898,#,#,0.0
 21 6332.226589 1.191E-29 2.602E-05.05810.065 2161.60910.67-.007804       4 1 1 01       0 0 0 01                    P 74e     465553342910 9 711   147.0  149.0,17658564,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=73;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=74;r=1;parity=+;kronigParity=e,#,0.003891,0.06035,0.00538,-0.007804,#,#,0.003891
 23 6332.235987 5.565E-30 3.379E-06.06770.084  463.72400.74-.007048       5 0 0 05       0 0 0 01                    R 35e     366663243210 9 711    73.0   71.0,18539834,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=0;J=36;r=5;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=35;r=1;parity=-;kronigParity=e,#,-0.007867,0.06798,0.0053,-0.007048,#,#,-0.007867
 24 6332.241194 3.373E-29 5.566E-03.06170.069 1384.04450.71-.008992       3 0 0 12       0 0 0 01                    R 60e     465553243210 9 711   738.0  726.0,18539835,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=61;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=60;r=1;parity=+;kronigParity=e,#,-0.011188,0.06335,0.00527,-0.008992,#,#,-0.011188
 21 6332.250478 1.775E-30 3.767E-02.08340.114 3517.12430.68-.005557       5 1 1 12       2 1 1 01                    P  6f     466663342910 9 711    11.0   13.0,17658565,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=1;J=5;r=2;kronigParity=f,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=0;J=6;r=1;parity=-;kronigParity=f,#,0.0,0.08431,0.00749,-0.005557,#,#,0.0
 22 6332.257794 4.390E-30 1.554E-05.06730.083 1197.40950.74-.008525       1 2 2 22       0 1 1 01                    Q 37e     366663243110 9 711   150.0  150.0,18539836,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=37;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=37;r=1;parity=-;kronigParity=e,#,0.022897,0.06781,0.00527,-0.008525,#,#,0.022897
 22 6332.261853 6.820E-30 2.352E-05.06730.082 1197.40950.75-.006499       4 2 2 01       0 1 1 01                    R 37e     366663243110 9 711   154.0  150.0,18539837,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=0;J=38;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=37;r=1;parity=-;kronigParity=e,#,0.006643,0.06765,0.00524,-0.006499,#,#,0.006643
 21 6332.331283 2.308E-29 2.877E-05.06750.083 1907.71230.74-.007504       3 2 2 12       1 0 0 01                    R 36e     566663342910 9 711    75.0   73.0,17658566,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=37;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=36;r=1;parity=+;kronigParity=e,#,0.0,0.06781,0.00527,-0.007504,#,#,0.0
 24 6332.340257 4.555E-30 6.281E-03.06880.088 1683.15250.74-.006982       3 2 2 12       0 2 2 01                    R 30e     366663243210 9 711   378.0  366.0,18539838,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=31;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=30;r=1;parity=+;kronigParity=e,#,0.0,0.0689,0.00554,-0.006982,#,#,0.0
 24 6332.368163 4.555E-30 6.281E-03.06880.088 1683.15400.74-.006982       3 2 2 12       0 2 2 01                    R 30f     366663243210 9 711   378.0  366.0,18539839,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=31;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=30;r=1;parity=-;kronigParity=f,#,0.0,0.0689,0.00554,-0.006982,#,#,0.0
 22 6332.401455 4.900E-30 1.911E-05.06720.081 1228.00340.75-.006565       4 2 2 01       0 1 1 01                    R 38f     366663243110 9 711   158.0  154.0,18539840,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=0;J=39;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=38;r=1;parity=-;kronigParity=f,#,-0.021601,0.06749,0.00521,-0.006565,#,#,-0.021601
